id;sold_price;basketball;weekday;rolling_supply_estimate;bitcoin_closing_price;ethereum_closing_price;seller;seller_feedback_score;card_listing_format_buy_it_now;active_player;card_id;card_grade
262;12;1;Wednesday;64501;37472.09;1660.91;kozmoshockeycards;27161;1;0;larry nance-1985-1;8.5
263;70;1;Tuesday;#N/A;54738.94;1678.65;quickconsignment_802;28171;0;1;luka dončić-2018-1;10
264;57;0;Saturday;90742;48912.38;1654.74;anxzzzziety;43;0;0;ken griffey-1989-0;9
265;1.5;1;Sunday;64809;45137.77;1416.05;burbanksportscards;349306;1;0;damon stoudamire-1995-1;9
266;7.5;0;Sunday;88599;45137.77;1416.05;authenticatedcollectibles;3553;0;1;bo bichette-2020-0;8
267;140;1;Tuesday;#N/A;54738.94;1678.65;10s9sproject;571;1;1;russell westbrook-2008-1;9
268;1.25;1;Sunday;56886;32289.38;1391.61;gamesandcards.com;123556;1;0;glen davis-2007-1;9
269;1349.99;1;Monday;#N/A;36630.08;1257.28;jujuislands;7980;1;1;lebron james-2003-1;10
270;987.76;0;Sunday;90105;51206.69;1723.15;gemint;4867;0;0;pete rose-1973-0;9
271;6.5;0;Sunday;104575;59302.32;1854.56;battersbox;244860;1;0;rip repulski-1953-0;4
272;54.99;0;Friday;#N/A;58346.65;1817.62;foleysportscards;1933;1;0;kirby puckett-1985-0;8
273;10;0;Saturday;#N/A;58313.64;1812.63;tbh39;18149;1;0;johnny antonelli-1958-0;4.5
274;15.5;0;Wednesday;88949;52149.01;1848.46;probstein123;827705;0;0;fred mcgriff-1986-0;8
275;15.99;1;Sunday;64844;38903.44;1614.23;vphp44;3680;0;0;kobe bryant-1997-1;9
276;75;1;Tuesday;66789;46481.1;1768.04;lchakan;437;1;0;charles barkley-1993-1;10
277;0.99;1;Sunday;56886;32289.38;1391.61;burbanksportscards;349171;1;0;erick barkley-2000-1;9
278;50;1;Wednesday;57988;35547.75;1382.27;jake_spool;136;1;1;zion williamson-2019-1;9
279;1925;1;Friday;73016;46339.76;1446.03;pwcc_auctions;277712;0;0;larry bird-1986-1;9
280;19;1;Thursday;69816;47909.33;1783.8;avs1231;2122;0;0;shaquille o'neal-1993-1;10
281;12.35;0;Sunday;#N/A;57523.42;1788.22;jim2cat5;4182;0;1;aristides aquino-2020-0;9
282;1500;1;Friday;#N/A;58346.65;1817.62;gsb2003;1210;1;1;lebron james-2003-1;10
283;53.99;0;Wednesday;110923;58870.89;1823.45;raffieleo;11431;1;0;brooks robinson-1971-0;5
284;29.99;0;Sunday;#N/A;57523.42;1788.22;champsandbums;29571;1;0;al sima-1954-0;5
285;1;1;Friday;62922;34316.39;1382.52;sjosing;137858;1;0;charles barkley-1997-1;9
286;15.99;0;Wednesday;110923;58870.89;1823.45;4_sharp_corners;294520;1;0;nolan ryan-1991-0;10
287;114.5;1;Monday;69067;55907.2;1791.7;mc_sportscards;17333;0;1;luka dončić-2019-1;8
288;9.25;0;Tuesday;68132;36069.81;1377.3;battersbox;244796;1;0;del ennis-1957-0;6
289;305;0;Monday;105296;55907.2;1791.7;mc_sportscards;17364;0;1;juan soto-2018-0;10
290;49.79;1;Monday;#N/A;36630.08;1257.28;cardgems0615;1413;0;1;rui hachimura-2019-1;9
291;40;1;Sunday;#N/A;57523.42;1788.22;collectiblecottage;386;0;1;zion williamson-2019-1;9
292;5.5;0;Sunday;#N/A;57523.42;1788.22;collect702;23570;0;0;andre dawson-1986-0;1
293;9;0;Friday;108015;57332.09;1772.1;tbh39;18148;1;0;hersh freeman-1957-0;5
294;0.99;0;Sunday;104575;59302.32;1854.56;burbanksportscards;349402;1;0;mark prior-2004-0;9
295;35;1;Tuesday;74429;48824.43;1570.2;pwcc_auctions;277707;0;1;jarrett culver-2019-1;10
296;7.5;0;Wednesday;76140;37472.09;1660.91;andadle-0;1039;0;1;aaron judge-2017-0;10
297;510;1;Sunday;64844;38903.44;1614.23;mimcc5365;205;0;0;shaquille o'neal-1992-1;10
298;2.25;0;Friday;#N/A;36825.37;1171.83;baseballheros2;8232;0;1;mike trout-2020-0;1
299;49.95;1;Saturday;70600;47105.52;1814.11;zillaf4;78163;1;0;kobe bryant-1996-1;9
300;10;0;Monday;89539;49631.24;1564.71;probstein123;827796;1;0;greg maddux-1990-0;10
301;70;1;Friday;76358;55888.13;1960.16;lsn.sport.cards;250;1;1;lebron james-2003-1;10
302;49.99;1;Thursday;75581;57858.92;1782.86;truinksolutions;884;1;1;gary trent-2018-1;9
303;37.99;0;Saturday;82332;47105.52;1814.11;legodiscounts;799;1;0;derek jeter-1993-0;8
304;66;0;Monday;#N/A;54529.15;1691.33;obsons;4283;1;1;aaron judge-2015-0;10
305;36;1;Sunday;68013;59302.32;1854.56;michiganjd;275;0;0;steve francis-1999-1;10
306;12.5;0;Friday;85396;47504.85;1843.53;sayward75;12786;1;1;aaron nola-2018-0;10
307;1.75;0;Sunday;88599;45137.77;1416.05;gameusedcards78;4214;0;1;jake cave-2020-0;9.5
308;81;1;Wednesday;75114;52149.01;1848.46;ry-guy-sports;1975;0;0;ray allen-1996-1;9.5
309;0.9;0;Sunday;73919;38903.44;1614.23;thatsportscardguy;42289;0;0;johnny grubb-1976-0;9
310;0.99;0;Thursday;85953;47909.33;1783.8;drewjr.;13381;1;0;lonnie smith-1986-0;9
311;55;1;Sunday;68013;59302.32;1854.56;2005warrior;3346;0;1;bol bol-2019-1;10
312;28.78939124;0;Sunday;104575;59302.32;1854.56;comc_consignment;410520;1;1;pete alonso-2019-0;9
313;31.99;1;Wednesday;57988;35547.75;1382.27;hoch33ny;1737;1;0;mark eaton-1986-1;7
314;119.96;1;Monday;65248;46196.46;1746.62;josephh954;10582;1;0;michael jordan-1995-1;10
315;34.99;0;Sunday;90105;51206.69;1723.15;auto3175;1172;1;1;andrew benintendi-2019-0;10
316;29;1;Wednesday;67196;50538.24;1575.85;pwcc_vault;7815;1;0;mark eaton-1987-1;8
317;49.85;0;Wednesday;101089;56008.55;1799.17;fscards1;44091;1;0;bill short-1967-0;7
318;21.5;1;Thursday;66580;48561.17;1541.91;kthomason7714;873;0;1;lamelo ball-2020-1;9.5
319;34;1;Saturday;58814;32067.64;1230.99;man3951;363;0;1;zion williamson-2019-1;10
320;13.99;0;Tuesday;97444;54824.12;1868.05;smrcollectibles;27514;1;0;dyar miller-1981-0;10
321;11.5;0;Thursday;77259;36926.06;1594.76;probstein123;827435;0;0;vida blue-2011-0;8.5
322;30;1;Saturday;70600;47105.52;1814.11;papagiorgio22;1425;0;0;kurt rambis-1986-1;8
323;76;1;Sunday;60754;33114.36;1314.99;bb6002002;14197;0;1;zion williamson-2019-1;10
324;50;1;Tuesday;74429;48824.43;1570.2;probstein123;826991;0;0;michael jordan-1996-1;8
325;127.5;0;Friday;#N/A;58346.65;1817.62;steelers52;305;0;0;willie stargell-1968-0;8
326;60;0;Thursday;74749;33466.1;1332.49;hofvintagercs;4494;1;1;nolan arenado-2013-0;10
327;49.99;0;Friday;96001;48927.3;1533.27;highstreetcollectibles;4973;0;1;shohei ohtani-2018-0;10
328;3450;1;Sunday;70376;48717.29;1805.08;pwcc_vault;7975;1;1;lebron james-2003-1;9
329;224.5;0;Sunday;84615;57539.94;1935.6;4_sharp_corners;294415;0;0;barry bonds-1987-0;10
330;119.99;1;Thursday;66712;36926.06;1594.76;4_sharp_corners;294347;1;0;larry bird-1990-1;10
331;24.99;0;Thursday;95629;48561.17;1541.91;highstreetcollectibles;4973;1;1;mookie betts-2020-0;9
332;0.01;1;Saturday;70600;47105.52;1814.11;sportscardfan84;962;0;0;john long-1988-1;10
333;1;0;Saturday;105482;61243.08;1924.69;burbanksportscards;349392;1;0;gary gentry-1975-0;9
334;120;1;Tuesday;66789;46481.1;1768.04;tonymario;641;1;0;allen iverson-1999-1;10
335;12700;1;Tuesday;#N/A;54738.94;1678.65;dennybravo;554;0;0;michael jordan-1986-1;8
336;950;1;Monday;63247;49631.24;1564.71;magnumroll;11;1;1;damian lillard-2012-1;9.5
337;220;0;Thursday;85953;47909.33;1783.8;halebop;5599;1;0;ken griffey-1990-0;9
338;20.01;0;Thursday;#N/A;39187.33;1218.45;pwcc_auctions;277392;0;1;austin meadows-2017-0;10
339;59;1;Friday;62922;34316.39;1382.52;cardtrader3782;516;1;1;daniel gafford-2019-1;9.5
340;84.95;0;Sunday;88599;45137.77;1416.05;uncleeddiesgarage;2022;1;1;christian yelich-2013-0;9
341;1.5;0;Tuesday;77245;35510.29;1515.19;burbanksportscards;349197;1;0;stan musial-2014-0;9
342;27.82;0;Sunday;104575;59302.32;1854.56;rh32yc;5098;0;0;rick ferrell-1935-0;2
343;249;0;Thursday;85953;47909.33;1783.8;jpanman40;225;1;1;mookie betts-2014-0;10
344;41;1;Wednesday;75114;52149.01;1848.46;probstein123;827006;0;1;jayson tatum-2019-1;8
345;0.3;0;Sunday;73919;38903.44;1614.23;thatsportscardguy;42290;0;0;george stone-1975-0;9
346;7.49;0;Tuesday;#N/A;54738.94;1678.65;cardboardlegendsonline;51215;0;0;derek jeter-2000-0;9
347;175.3;1;Thursday;75581;57858.92;1782.86;chbai2589;182;1;1;kevin porter-2019-1;10
348;97;1;Tuesday;57454;36069.81;1377.3;joepark8;309;1;0;michael jordan-1996-1;9
349;0.99;0;Wednesday;101089;56008.55;1799.17;vcarter12677;787;0;0;alex rodriguez-2005-0;10
350;106.03;0;Wednesday;67318;35547.75;1382.27;gmcards2;23990;1;0;honus wagner-2003-0;#N/A
351;315;1;Monday;72460;54207.32;1781.99;aaronsj2140;859;0;1;luka dončić-2018-1;10
352;134.5;1;Friday;#N/A;36825.37;1171.83;bighitsportscards;64404;0;1;brandon clarke-2019-1;10
353;9;1;Thursday;75581;57858.92;1782.86;burbanksportscards;349431;1;1;carmelo anthony-2013-1;9
354;10;1;Thursday;66712;36926.06;1594.76;thebuoyedeffect;498;0;0;pete maravich-2019-1;10
355;102.99;1;Tuesday;63786;35510.29;1515.19;peedeemike;2824;1;0;larry bird-1989-1;10
356;202;1;Monday;69067;55907.2;1791.7;mkim8470;288;0;1;luka dončić-2019-1;10
357;60;1;Sunday;#N/A;57523.42;1788.22;flipas_98;859;1;1;matisse thybulle-2019-1;10
358;620;0;Tuesday;88136;49199.87;1781.07;pwcc_auctions;277676;0;0;ichiro suzuki-2001-0;10
359;48.95;1;Saturday;70600;47105.52;1814.11;nsdroned617;856;1;0;michael jordan-1997-1;8
360;14.5;0;Thursday;67641;30825.7;1121.57;jk33ton;125;0;1;nico hoerner-2020-0;9
361;14.73;0;Sunday;68158;32289.38;1391.61;woodbug;2796;0;0;tommy davis-1961-0;7
362;300;0;Wednesday;110923;58870.89;1823.45;br00klyn323;588;1;1;fernando tatis-2019-0;10
363;29;1;Saturday;#N/A;36178.14;1233.54;joser823jose;263;0;1;lebron james-2019-1;9
364;112.5;1;Saturday;73844;56099.52;1919.53;flore.limpr;766;0;1;luka dončić-2018-1;9
365;511.01;1;Monday;69067;55907.2;1791.7;probstein123;828087;0;1;jaren jackson-2018-1;10
366;473;1;Wednesday;68454;44918.18;1744.24;pc_sportscards;32540;0;1;luka dončić-2019-1;10
367;16.95;0;Tuesday;94731;48378.99;1492.61;music-mags-n-more;14732;1;1;gleyber torres-2018-0;9
368;1.25;0;Monday;105296;55907.2;1791.7;burbanksportscards;349411;1;1;rico garcia-2020-0;9
369;495;0;Saturday;89218;46188.45;1459.97;welchy8764;1700;1;1;kyle lewis-2020-0;10
370;19.99;0;Monday;105296;55907.2;1791.7;4_sharp_corners;294510;1;1;max scherzer-2019-0;10
371;40;1;Tuesday;67133;54824.12;1868.05;baccman-9;17;1;0;michael jordan-1995-1;8
372;549;0;Friday;89605;55888.13;1960.16;tmdcards;10744;1;0;nolan ryan-1970-0;7.5
373;199.99;1;Saturday;61093;34269.52;1376.12;mngcardboardcommodities;950;1;1;d'angelo russell-2015-1;10
374;39.99;1;Thursday;70072;57805.12;1826.19;gradedstuff;18843;1;1;zion williamson-2019-1;10
375;95;1;Monday;72460;54207.32;1781.99;probstein123;827746;0;1;luka dončić-2019-1;10
376;2.75;0;Saturday;68181;32067.64;1230.99;battersbox;244797;1;0;don demeter-1965-0;4
377;49.95;0;Thursday;92546;47093.85;1475.7;john5sportscards;234;1;1;nick senzel-2019-0;10
378;89;1;Saturday;65115;48912.38;1654.74;eribaile_2;86;0;1;luka dončić-2018-1;7
379;49;0;Monday;89539;49631.24;1564.71;probstein123;827790;0;0;mudcat grant-1959-0;8
380;8501;1;Thursday;60992;33466.1;1332.49;pwcc_vault;7899;1;1;lebron james-2003-1;10
381;3.79;0;Sunday;73919;38903.44;1614.23;bestinbbcards;15289;1;0;joe margoneri-1957-0;5.5
382;160.5;0;Monday;83903;54207.32;1781.99;big-hurt-and-the-kid-auctions;2702;0;0;frank thomas-1991-0;8
383;62;0;Saturday;68181;32067.64;1230.99;hitfactorysports;1251;0;1;andrew vaughn-2019-0;10
384;510;1;Tuesday;74429;48824.43;1570.2;probstein123;827749;0;0;mychal thompson-1986-1;10
385;950;0;Tuesday;97444;54824.12;1868.05;njoy2ride1;568;1;0;nolan ryan-1968-0;3
386;72;1;Thursday;75581;57858.92;1782.86;sportsandsorts75;56054;0;1;d'angelo russell-2015-1;9
387;425;1;Sunday;70376;48717.29;1805.08;hambone-2015;1493;0;1;kevin durant-2007-1;9
388;7.57;0;Tuesday;109699;56804.9;1806.97;weatherham_estate_treasures;6582;0;0;rickey henderson-1987-0;8.5
389;19.99;0;Thursday;85953;47909.33;1783.8;champsandbums;29562;1;0;denny lemaster-1970-0;8
390;82;1;Friday;71270;57332.09;1772.1;flaneur;949;1;0;kobe bryant-1998-1;8
391;2.97;1;Monday;69067;55907.2;1791.7;cardboard.heroes;41740;1;0;wally szczerbiak-1999-1;9
392;59.99;0;Sunday;88599;45137.77;1416.05;grasshead3q14;845;1;1;jacob degrom-2018-0;10
393;0.99;0;Tuesday;#N/A;54738.94;1678.65;sjosing;137976;1;1;bryce harper-2018-0;9
394;325;1;Sunday;#N/A;57523.42;1788.22;rogemill21;178;0;0;michael jordan-1998-1;10
395;26;1;Saturday;73844;56099.52;1919.53;u.name.it.ive.got.it;622;0;1;lebron james-2003-1;7
396;20;0;Sunday;#N/A;57523.42;1788.22;sportscardsgrading;23469;1;1;francisco lindor-2019-0;10
397;465;1;Sunday;64809;45137.77;1416.05;donnie23ny;846;0;0;magic johnson-1980-1;8
398;7.2;1;Wednesday;64501;37472.09;1660.91;burbanksportscards;349197;1;0;tracy mcgrady-1997-1;9
399;35;0;Saturday;86959;56099.52;1919.53;rise716;63;0;0;ken griffey-1989-0;9
400;0.99;0;Wednesday;110923;58870.89;1823.45;burbanksportscards;349429;1;0;rob dibble-1991-0;9
401;2.99;0;Tuesday;109699;56804.9;1806.97;sportscardmint;38549;1;1;ozzie albies-2018-0;9
402;699.99;1;Tuesday;57454;36069.81;1377.3;423_sports_cards;408;1;1;ja morant-2019-1;9.5
403;128.5;1;Monday;72460;54207.32;1781.99;bighitsportscards;64433;0;0;michael jordan-1998-1;9
404;20.3;0;Sunday;88599;45137.77;1416.05;aaronhema1978;1856;0;0;don mattingly-1995-0;9
405;19.99;0;Tuesday;109699;56804.9;1806.97;e3sports;9517;1;0;cal ripken jr.-1994-0;10
406;62;1;Monday;63975;52246.52;1834.73;lorpugli_0;285;0;1;lebron james-2013-1;10
407;49.9;1;Monday;72460;54207.32;1781.99;fusioncards;486;1;1;zion williamson-2019-1;9.5
408;2.25;1;Friday;68177;38144.31;1718.65;ashbyb14;895;0;1;coby white-2019-1;9
409;0.99;0;Sunday;#N/A;35791.28;1230.17;gotbaseballcards;117583;1;0;justin masterson-2009-0;9
410;13.5;1;Monday;#N/A;36630.08;1257.28;pwcc_auctions;277225;0;0;allen iverson-1996-1;8
411;226;0;Monday;70073;32366.39;1324.41;gmcards2;23847;0;0;yogi berra-1955-0;5
412;40.5;1;Wednesday;68454;44918.18;1744.24;the_clubhouse_nc;16434;1;0;kareem abdul-jabbar-1979-1;6
413;20;0;Wednesday;76140;37472.09;1660.91;tml2623;118;1;1;rafael devers-2018-0;10
414;3.25;1;Friday;69496;47504.85;1843.53;zema4936;20;0;1;lamelo ball-2019-1;10
415;21.96;0;Wednesday;101089;56008.55;1799.17;konksplatt;27021;1;0;steve o'neill-1951-0;5
416;19.99;0;Monday;91588;52246.52;1834.73;reynald47;20;0;0;don drysdale-1969-0;10
417;200;0;Sunday;104575;59302.32;1854.56;traha899;57;1;1;luis robert-2020-0;9.5
418;30;1;Sunday;#N/A;35791.28;1230.17;cointable;8054;0;1;p.j. washington-2019-1;10
419;48;0;Monday;#N/A;36630.08;1257.28;bbcemporium;16775;1;0;art ditmar-1957-0;8
420;10.49;0;Monday;105296;55907.2;1791.7;probstein123;828095;0;0;casey cox-1968-0;8
421;120;0;Wednesday;76140;37472.09;1660.91;ryans_rust;10004;1;1;eloy jimenez-2019-0;10
422;24.99;0;Wednesday;67318;35547.75;1382.27;evolutionsportsmarketing2;185767;1;0;paul molitor-2005-0;9
423;14.99;1;Tuesday;67133;54824.12;1868.05;dstevens145;936;1;0;james worthy-2016-1;9
424;56;1;Sunday;64809;45137.77;1416.05;necardking;1066;0;0;michael jordan-1989-1;10
425;6.5;0;Saturday;82332;47105.52;1814.11;chixenbone1969;4235;0;1;dillon maples-2018-0;#N/A
426;52;0;Thursday;95629;48561.17;1541.91;probstein123;827821;0;1;kris bryant-2020-0;8.5
427;0.8;0;Friday;85396;47504.85;1843.53;thatsportscardguy;42297;0;0;bobby bonds-1981-0;9
428;25.5;0;Wednesday;75047;30432.55;1253.19;rfpawn;14475;1;1;shohei ohtani-2018-0;10
429;6.39;0;Sunday;71601;33114.36;1314.99;4_sharp_corners;294330;0;0;joe coleman-1968-0;8
430;159.97;0;Sunday;68158;32289.38;1391.61;tigersandlions;11232;1;0;mark mcgwire-1985-0;9
431;225;0;Sunday;#N/A;57523.42;1788.22;mitch65ss;4672;1;1;freddie freeman-2011-0;9
432;9.99;0;Tuesday;109699;56804.9;1806.97;evolutionsportsmarketing2;185816;1;1;nolan arenado-2012-0;9
433;5;0;Friday;76773;38144.31;1718.65;battersbox;244809;1;0;brooks robinson-1969-0;6
434;37;1;Friday;73016;46339.76;1446.03;fmgametime;48763;0;1;trae young-2019-1;10
435;424.99;0;Tuesday;74462;32569.85;1357.06;fathernson2210;25357;1;1;ronald acuna jr.-2017-0;10
436;18;0;Tuesday;80359;46481.1;1768.04;moose99;5627;1;0;ken griffey-1989-0;8
437;297;0;Thursday;92546;47093.85;1475.7;gros-8656;136;1;1;mookie betts-2014-0;10
438;449.99;0;Wednesday;91342;49705.33;1626.58;matjer529;748;1;0;derek jeter-1993-0;9
439;35;0;Sunday;#N/A;57523.42;1788.22;turn2collectibles;901;0;0;ken griffey-1990-0;9
440;9;1;Wednesday;73429;58870.89;1823.45;burbanksportscards;349421;1;0;mario chalmers-2014-1;9
441;71.95;0;Thursday;#N/A;39187.33;1218.45;baseballfan10;6842;1;0;barry bonds-1986-0;9
442;39;0;Sunday;84615;57539.94;1935.6;mctechonline1;607;1;1;shohei ohtani-2018-0;10
443;139.99;0;Friday;#N/A;36825.37;1171.83;4eversportscards;3377;1;1;yordan álvarez-2020-0;10
444;380;1;Saturday;#N/A;58313.64;1812.63;amotioncontrol;1081;0;1;ja morant-2019-1;10
445;165;0;Friday;67768;33005.76;1236.51;theponderouscompany;338;1;1;fernando tatis-2019-0;9
446;125;1;Tuesday;66789;46481.1;1768.04;ckri_35;322;1;0;kevin garnett-1995-1;9
447;0.99;0;Friday;108015;57332.09;1772.1;burbanksportscards;349380;1;0;kevin mcreynolds-1992-0;9
448;46;0;Thursday;89985;51679.8;1937.45;cordoryan;886;0;1;khalil lee-2018-0;9
449;365;0;Saturday;89218;46188.45;1459.97;bmw_cards2;1847;1;0;chet nichols-1952-0;8
450;4;0;Friday;#N/A;36825.37;1171.83;sports-cards-forever;8580;0;0;lee may-1974-0;8
451;7099;0;Saturday;72341;34269.52;1376.12;savagethiede;6;1;0;mickey mantle-1953-0;5
452;29.99;1;Monday;63247;49631.24;1564.71;chuckw99;16686;1;1;ben simmons-2019-1;9
453;39.99;0;Saturday;#N/A;58313.64;1812.63;northernlightsgaming;432;1;1;bo bichette-2021-0;#N/A
454;346.63;1;Thursday;76957;51679.8;1937.45;blackbeardsportscards;2508;0;1;devin booker-2015-1;9
455;31;1;Sunday;#N/A;57523.42;1788.22;4_sharp_corners;294526;0;0;clyde drexler-1996-1;10
456;256;0;Sunday;#N/A;57523.42;1788.22;card_monk;18285;0;1;fernando tatis-2019-0;10
457;2.54;0;Monday;#N/A;54529.15;1691.33;superbowlauctions;83575;0;0;felix mantilla-1962-0;4
458;0.99;1;Monday;72460;54207.32;1781.99;burbanksportscards;349298;1;0;vince carter-1999-1;9
459;1.24;1;Wednesday;75114;52149.01;1848.46;sjosing;137905;1;1;kawhi leonard-2017-1;9
460;11.98;0;Tuesday;94731;48378.99;1492.61;courtneyprok;22263;0;0;dave leonhard-1969-0;8
461;4000;1;Saturday;70600;47105.52;1814.11;fchouseofcards;3585;1;0;kobe bryant-1996-1;9
462;77;1;Wednesday;75114;52149.01;1848.46;luxury_travel;1583;0;1;zion williamson-2019-1;10
463;108.5;0;Tuesday;#N/A;54738.94;1678.65;pwcc_vault;8095;0;1;kyle lewis-2020-0;9.5
464;60;0;Wednesday;75047;30432.55;1253.19;dana1freed;206;1;1;kyle lewis-2020-0;#N/A
465;1;0;Thursday;#N/A;39187.33;1218.45;burbanksportscards;349160;1;0;manny ramirez-2005-0;9
466;24.99;1;Tuesday;66789;46481.1;1768.04;schis-6675;125;0;1;ja morant-2019-1;10
467;540;0;Wednesday;82899;44918.18;1744.24;cookiemonster501;30820;1;0;willie mccovey-1960-0;6
468;22.5;0;Wednesday;91342;49705.33;1626.58;krakapleze;724;0;1;andrew benintendi-2017-0;9.5
469;42;0;Sunday;71601;33114.36;1314.99;popculturecantina352;5470;0;1;mike trout-2017-0;10
470;84;0;Thursday;111744;57858.92;1782.86;boll_eliz;1263;0;0;orval overall-1909-0;1
471;50;1;Saturday;65689;39266.01;1677.85;makinmattg;103;0;0;tracy mcgrady-1997-1;8.5
472;227.5;1;Sunday;68013;59302.32;1854.56;4_sharp_corners;294494;0;1;lebron james-2003-1;10
473;9.99;0;Sunday;#N/A;57523.42;1788.22;coreharrison229;2859;0;1;kyle tucker-2019-0;9
474;535;1;Friday;68177;38144.31;1718.65;sportsfan_tb12;92;1;1;lebron james-2016-1;10
475;35;0;Monday;105296;55907.2;1791.7;8380*john;547;1;0;mike marshall-1968-0;8
476;24.75;0;Saturday;74126;39266.01;1677.85;cardboard.heroes;41717;1;0;robin roberts-2001-0;9
477;0.99;0;Monday;#N/A;36630.08;1257.28;burbanksportscards;349165;1;0;lee tinsley-1992-0;9
478;11.99;0;Saturday;72341;34269.52;1376.12;thecardinvestor1;5641;1;0;alex rodriguez-1993-0;8
479;13.95;1;Friday;76358;55888.13;1960.16;wynter1958;3566;1;1;damian lillard-2019-1;10
480;110;1;Tuesday;66789;46481.1;1768.04;kaneazy;20;1;1;ja morant-2019-1;8.5
481;34;0;Friday;#N/A;58346.65;1817.62;crazykevster;9440;0;1;luis robert-2018-0;10
482;92;1;Thursday;73015;47093.85;1475.7;smpsportscards;98299;0;1;matisse thybulle-2019-1;10
483;2171;1;Monday;72460;54207.32;1781.99;whole-n-1;1075;0;1;luka dončić-2016-1;9.5
484;137;0;Friday;89605;55888.13;1960.16;se_415889;109;0;1;juan soto-2018-0;10
485;249;0;Friday;67768;33005.76;1236.51;profisher1;534;1;0;barry bonds-1986-0;9.5
486;0.99;0;Saturday;72341;34269.52;1376.12;coleman19938;121;0;0;dave wickersham-1967-0;3.5
487;2.25;1;Tuesday;57454;36069.81;1377.3;burbanksportscards;349165;1;0;jim eakins-1971-1;9
488;42;1;Saturday;61093;34269.52;1376.12;goldglove2010;618;0;0;michael jordan-1990-1;8
489;41;1;Wednesday;75114;52149.01;1848.46;pc_sportscards;32559;0;1;giannis antetokounmpo-2018-1;10
490;1637;0;Monday;91588;52246.52;1834.73;probstein123;827899;0;0;derek jeter-1993-0;8
491;25.99;1;Tuesday;57454;36069.81;1377.3;springermountainsportscards;622281;1;1;kawhi leonard-2018-1;9
492;17.99;1;Wednesday;59349;30432.55;1253.19;bbwcardsandcoins;2255;1;0;michael jordan-1992-1;8
493;2;1;Saturday;#N/A;58313.64;1812.63;1967dew;81498;1;1;demar derozan-2019-1;9
494;17.5;0;Wednesday;82899;44918.18;1744.24;sports-cards-forever;8586;1;0;ken griffey-1990-0;9
495;39;0;Monday;83528;47945.06;1779.79;3dognightcollectibles;1022;1;1;mike trout-2017-0;9
496;37.8;0;Wednesday;110923;58870.89;1823.45;simplygradedpsa;1187;0;1;eloy jimenez-2019-0;9
497;125;1;Friday;69496;47504.85;1843.53;carolinacomicsandcollectibles;152;1;1;zion williamson-2019-1;9.5
498;999.95;1;Monday;56569;32366.39;1324.41;jea2880;4716;1;0;dwyane wade-2015-1;9.5
499;118.5;0;Friday;#N/A;58346.65;1817.62;andrew77;1062;0;0;frank thomas-1990-0;10
500;67.42;0;Tuesday;94731;48378.99;1492.61;aisleseats;6710;1;0;mark grace-1988-0;8.5
501;56.58;1;Sunday;#N/A;35791.28;1230.17;alexa_vigne;1318;0;1;lebron james-2019-1;9
502;0.99;1;Thursday;70072;57805.12;1826.19;burbanksportscards;349370;1;0;vince carter-2006-1;9
503;7.77;0;Sunday;68158;32289.38;1391.61;4_sharp_corners;294316;0;0;marty martinez-1970-0;8
504;9.99;0;Thursday;89985;51679.8;1937.45;cardtownsports;5972;1;0;rickey henderson-1981-0;9
505;51;1;Saturday;65689;39266.01;1677.85;dcsports87;96366;0;1;rui hachimura-2019-1;10
506;19.99;1;Sunday;73250;57539.94;1935.6;samplecards;3473;1;1;b.j. armstrong-1990-1;10
507;18;0;Wednesday;94117;50538.24;1575.85;nightwatch216;136;1;1;shohei ohtani-2018-0;10
508;189;0;Saturday;74126;39266.01;1677.85;gotdeals4u2buy;5286;1;0;ken griffey-1993-0;9
509;49;0;Wednesday;88949;52149.01;1848.46;cardstocktraders;592;1;1;fernando tatis-2019-0;9
510;47;1;Monday;69723;47945.06;1779.79;allstar-cards;42099;0;0;michael jordan-1998-1;9
511;1.59;0;Tuesday;77245;35510.29;1515.19;firefighter_mason;1151;1;0;ozzie smith-1993-0;9
512;48.75;1;Sunday;64844;38903.44;1614.23;comc_consignment;410090;0;1;ja morant-2019-1;9.5
513;1;0;Saturday;86959;56099.52;1919.53;superbowlauctions;83563;1;0;rickey henderson-1986-0;8
