id;sold_price;basketball;weekday;rolling_supply_estimate;bitcoin_closing_price;ethereum_closing_price;seller;seller_feedback_score;card_listing_format_buy_it_now;active_player;card_id;card_grade
4370;326;1;Monday;69067;55907.2;1791.7;dcsports87;96780;0;1;giannis antetokounmpo-2014-1;10
4371;0.99;1;Thursday;73015;47093.85;1475.7;burbanksportscards;349300;1;0;norris cole-2015-1;9
4372;2.25;1;Saturday;70600;47105.52;1814.11;burbanksportscards;349260;1;1;julius randle-2016-1;9
4373;9.99;0;Tuesday;97444;54824.12;1868.05;chastr-4362;372;0;1;ronald acuna jr.-2020-0;10
4374;39.02;0;Sunday;73919;38903.44;1614.23;crofton;3817;1;0;derek jeter-2012-0;9
4375;0.99;0;Wednesday;94117;50538.24;1575.85;gotbaseballcards;117610;1;0;sparky lyle-2006-0;9
4376;17.99;0;Saturday;82332;47105.52;1814.11;myerburg311;34406;1;0;derek jeter-1996-0;8
4377;10.52;0;Tuesday;109699;56804.9;1806.97;probstein123;828115;0;0;norm larker-1962-0;8
4378;0.99;0;Saturday;#N/A;58313.64;1812.63;burbanksportscards;349442;1;0;george foster-2004-0;9
4379;13.5;0;Wednesday;94117;50538.24;1575.85;crma_305;228;0;1;mike trout-2018-0;9
4380;24;1;Sunday;63618;51206.69;1723.15;louis3b35;2770;0;1;lebron james-2018-1;9
4381;17.39;0;Saturday;74126;39266.01;1677.85;rh32yc;5098;0;0;derek jeter-1993-0;8.5
4382;59.99;0;Saturday;86959;56099.52;1919.53;4_sharp_corners;294411;1;0;ozzie smith-1981-0;10
4383;400;0;Wednesday;76140;37472.09;1660.91;pcrawdaddy;1621;1;1;zack greinke-2002-0;10
4384;50;1;Sunday;73250;57539.94;1935.6;jeruhmed;1645;1;0;shaquille o'neal-2008-1;9
4385;315;0;Wednesday;82899;44918.18;1744.24;ajandrsn;186;1;1;ronald acuna jr.-2018-0;10
4386;27.99;0;Saturday;105482;61243.08;1924.69;barkusd;16090;1;1;yordan álvarez-2019-0;10
4387;1.4;0;Saturday;68181;32067.64;1230.99;burbanksportscards;349169;1;0;wes parker-1966-0;5
4388;11;1;Thursday;69816;47909.33;1783.8;cooperdoodle;165;0;0;michael jordan-1991-1;10
4389;229.5;1;Sunday;73250;57539.94;1935.6;cc68mini;484;0;1;coby white-2019-1;10
4390;160;0;Friday;76773;38144.31;1718.65;edonley91941;917;1;1;mike trout-2020-0;10
4391;1;0;Wednesday;75047;30432.55;1253.19;thesouthpawcards;18920;1;0;bo jackson-1994-0;9
4392;42;1;Tuesday;57454;36069.81;1377.3;thriftbrah;661;0;1;lonzo ball-2017-1;9
4393;1.75;0;Friday;108015;57332.09;1772.1;battersbox;244857;1;0;jim davenport-1959-0;4
4394;21.09;0;Wednesday;82899;44918.18;1744.24;johnnybeenice;1313;0;0;harvey haddix-1954-0;6
4395;19.99;0;Tuesday;90397;48824.43;1570.2;sportscardsandmem;487;1;0;jason giambi-1991-0;10
4396;860;1;Monday;#N/A;54529.15;1691.33;www.centerpiececollectibles;583;0;0;shaquille o'neal-1992-1;10
4397;325;1;Wednesday;73429;58870.89;1823.45;brandynpedersen;411;1;1;carmelo anthony-2003-1;9
4398;36;0;Sunday;104575;59302.32;1854.56;pwcc_vault;8055;0;0;carl yastrzemski-1968-0;7
4399;147.86;1;Monday;72460;54207.32;1781.99;pwcc_auctions;277707;0;1;devin booker-2015-1;9.5
4400;249.5;1;Tuesday;59474;32569.85;1357.06;olism-4510;124;1;0;alex english-1986-1;9
4401;2.49;1;Saturday;70600;47105.52;1814.11;sjosing;137892;1;1;miye oni-2019-1;9
4402;31;1;Wednesday;72852;49705.33;1626.58;jdsportscards1;237;0;1;sekou doumbouya-2019-1;10
4403;150;1;Friday;#N/A;36825.37;1171.83;andfeuer-90;305;1;1;zion williamson-2019-1;10
4404;49.99;1;Sunday;#N/A;57523.42;1788.22;newbie66;5006;1;1;carsen edwards-2019-1;10
4405;378;0;Sunday;104575;59302.32;1854.56;pwcc_auctions;277858;0;0;eddie pellagrini-1952-0;5
4406;350;0;Sunday;84615;57539.94;1935.6;throwitinthebag1;134;1;1;fernando tatis-2016-0;9
4407;590;1;Friday;#N/A;58346.65;1817.62;magogca;749;0;0;michael jordan-1998-1;10
4408;5006;1;Thursday;76957;51679.8;1937.45;probstein123;827709;0;0;michael jordan-1986-1;2
4409;113.61;1;Saturday;70600;47105.52;1814.11;u.s.greatestcoins;2281;0;0;michael jordan-1997-1;10
4410;49.99;0;Tuesday;68132;36069.81;1377.3;1kovo1;12129;1;0;don mattingly-1984-0;8
4411;49.99;1;Tuesday;65905;48378.99;1492.61;thadbb9;4515;1;1;jalen brunson-2018-1;9
4412;60;0;Sunday;68158;32289.38;1391.61;warner330;7170;1;0;dwight evans-1988-0;10
4413;20;0;Sunday;90105;51206.69;1723.15;probstein123;827881;0;0;curt blefary-1967-0;10
4414;31;0;Saturday;90742;48912.38;1654.74;supermario420;2894;0;1;austin riley-2019-0;10
4415;49;0;Wednesday;82899;44918.18;1744.24;sellers_sportscards;7645;0;0;bobby witt-2020-0;10
4416;57;1;Sunday;73250;57539.94;1935.6;bluebearcards;288;0;1;zion williamson-2019-1;9
4417;3.99;1;Thursday;66580;48561.17;1541.91;cwstradingcards;17784;1;0;kobe bryant-1999-1;10
4418;59;1;Sunday;63618;51206.69;1723.15;doggiestyle941;261;0;0;michael jordan-1996-1;10
4419;97;1;Sunday;63618;51206.69;1723.15;hdfx-26;19;0;0;ray allen-1996-1;8.5
4420;18.99;0;Friday;89605;55888.13;1960.16;barkusd;16084;1;1;alex bregman-2018-0;10
4421;2.75;0;Friday;#N/A;58346.65;1817.62;burbanksportscards;349438;1;0;rick reichardt-1966-0;9
4422;4;0;Sunday;#N/A;35791.28;1230.17;pc_sportscards;32480;0;1;phil bickford-2015-0;9.5
4423;12500;1;Monday;72460;54207.32;1781.99;patton29-2012;467;1;0;kobe bryant-2008-1;10
4424;9.99;0;Thursday;67641;30825.7;1121.57;allstarrules;2388;1;0;barry bonds-1986-0;6
4425;885;1;Tuesday;72317;56804.9;1806.97;gmcards2;23872;0;1;zion williamson-2019-1;9
4426;109.74;1;Monday;56569;32366.39;1324.41;probstein123;826987;0;1;luka dončić-2019-1;8
4427;25;0;Thursday;92546;47093.85;1475.7;glrus_55;384;1;0;nolan ryan-1990-0;9.5
4428;64.99;0;Saturday;68181;32067.64;1230.99;authenticoncardautos;7619;1;0;torii hunter-1994-0;10
4429;2.4;1;Wednesday;75114;52149.01;1848.46;burbanksportscards;349278;1;0;pau gasol-2006-1;9
4430;40;1;Friday;71270;57332.09;1772.1;favoritewaltzwaltz1;2506;1;0;craig hodges-1986-1;8
4431;1;1;Wednesday;68454;44918.18;1744.24;malar7585;443;0;1;admiral schofield-2019-1;9
4432;169.99;1;Thursday;60992;33466.1;1332.49;brsob78;84;1;1;wendell carter-2018-1;10
4433;9.99;1;Tuesday;63786;35510.29;1515.19;samplecards;3463;1;0;shaquille o'neal-1996-1;8.5
4434;34.52;0;Sunday;#N/A;35791.28;1230.17;peal7878;18885;0;0;willie mays-1961-0;3.5
4435;12.27;1;Wednesday;68673;56008.55;1799.17;probstein123;827945;0;1;troy brown-2018-1;9
4436;149.99;1;Saturday;65115;48912.38;1654.74;trayo3611;1259;1;1;devonte' graham-2018-1;10
4437;18.99;0;Wednesday;75047;30432.55;1253.19;4_sharp_corners;294322;1;1;david price-2009-0;10
4438;185;1;Friday;#N/A;36825.37;1171.83;10ray1979;1699;1;0;michael jordan-1989-1;10
4439;76.99;0;Thursday;95629;48561.17;1541.91;trspor-68;189;0;0;ken griffey-1989-0;8
4440;39.97;0;Friday;85396;47504.85;1843.53;bcadams;6697;1;0;bob duliba-1962-0;8
4441;2;0;Monday;89539;49631.24;1564.71;dmwm68;1049;1;0;ken griffey-2002-0;9
4442;142.5;1;Thursday;69816;47909.33;1783.8;k1ngisafink;570;0;1;zion williamson-2019-1;10
4443;772.22;0;Sunday;88599;45137.77;1416.05;royalpalacesportscards;2404;0;0;derek jeter-1993-0;10
4444;7;0;Saturday;74126;39266.01;1677.85;psagradedcards.com;28451;1;0;tom poholsky-1956-0;5
4445;12.95;0;Monday;83528;47945.06;1779.79;yacco6795;949;1;0;bob bailey-1975-0;8
4446;25;0;Sunday;82282;48717.29;1805.08;coolbeans1142;859;0;0;chipper jones-1991-0;9
4447;51;1;Friday;69496;47504.85;1843.53;ny.cards;341;0;1;lebron james-2019-1;10
4448;15;0;Wednesday;88949;52149.01;1848.46;darverd_0;505;1;0;mark mcgwire-1987-0;8
4449;355;0;Sunday;104575;59302.32;1854.56;kingkorat;47;0;1;juan soto-2020-0;9
4450;45;0;Monday;83903;54207.32;1781.99;gjw300;4444;1;0;dave winfield-1976-0;8
4451;2.5;0;Monday;105296;55907.2;1791.7;bigeasy70037;18980;1;0;catfish hunter-1975-0;5
4452;20523.23;1;Wednesday;64501;37472.09;1660.91;petrocat;1878;1;1;lebron james-2003-1;10
4453;50;0;Wednesday;76140;37472.09;1660.91;johnny5ski;736;0;0;cal ripken jr.-1982-0;7
4454;39.99;1;Thursday;66580;48561.17;1541.91;mccartycards;2031;1;0;michael jordan-1993-1;6
4455;17.5;1;Tuesday;74429;48824.43;1570.2;gilike2fly;324;0;1;nickeil alexander-walker-2019-1;8.5
4456;19.99;0;Tuesday;88136;49199.87;1781.07;jjlopezjr;1828;1;0;alex rodriguez-1993-0;9
4457;90;0;Tuesday;94731;48378.99;1492.61;cosmickid33;4054;1;1;mike trout-2018-0;10
4458;364.09;0;Saturday;#N/A;58313.64;1812.63;canterberry007;1444;0;1;joc pederson-2012-0;10
4459;172;1;Sunday;68013;59302.32;1854.56;sureshot1102;389;0;0;larry bird-1980-1;8
4460;92;1;Sunday;56886;32289.38;1391.61;davescollectibles_1983;1173;0;1;trae young-2019-1;10
4461;2213;1;Friday;68177;38144.31;1718.65;pwcc_vault;7930;0;1;trae young-2018-1;10
4462;85;1;Wednesday;68454;44918.18;1744.24;moneyball_deals_313;201;1;1;lamelo ball-2020-1;10
4463;0.99;0;Friday;96001;48927.3;1533.27;ejs-cards;15746;1;1;gleyber torres-2020-0;9
4464;600;1;Wednesday;64501;37472.09;1660.91;kdancingcowboysk;243;1;0;kobe bryant-1996-1;9
4465;20;0;Friday;76773;38144.31;1718.65;skipaway;372;1;0;greg maddux-1987-0;9
4466;35;0;Sunday;104575;59302.32;1854.56;craigerroni;564;0;0;b.j. upton-2002-0;8
4467;76;0;Wednesday;110923;58870.89;1823.45;cotton_and_pine_collectibles;8354;0;1;yoan moncada-2017-0;10
4468;14.19;0;Thursday;111744;57858.92;1782.86;pwcc_auctions;277924;0;1;victor robles-2018-0;10
4469;12.5;0;Monday;91588;52246.52;1834.73;probstein123;827912;0;1;ian happ-2017-0;10
4470;201.51;0;Monday;75023;46196.46;1746.62;usasportscardstore;2570;0;1;vladimir guerrero-2019-0;10
4471;280;1;Tuesday;67133;54824.12;1868.05;fresh-collections;336;1;1;zion williamson-2019-1;9
4472;49.5;1;Wednesday;72852;49705.33;1626.58;fmgametime;48763;0;1;darius bazley-2019-1;9
4473;33;0;Thursday;92546;47093.85;1475.7;powerranchsportscards;136;0;0;bucky harris-1934-0;2
4474;1.99;1;Thursday;59697;30825.7;1121.57;sjosing;137846;1;0;michael jordan-1992-1;9
4475;93;1;Sunday;64809;45137.77;1416.05;the-wharf-sportscards;1584;0;1;anthony davis-2019-1;10
4476;55;1;Thursday;66580;48561.17;1541.91;gerardparede_1;146;1;1;lonzo ball-2017-1;10
4477;99;0;Thursday;95629;48561.17;1541.91;streetviewmafia;889;0;1;aaron judge-2019-0;9
4478;1.25;0;Wednesday;91342;49705.33;1626.58;gamesandcards.com;123627;1;1;chris paddack-2020-0;9
4479;0.99;0;Friday;96001;48927.3;1533.27;burbanksportscards;349336;1;0;mike timlin-2002-0;9
4480;29.99;0;Saturday;105482;61243.08;1924.69;gomatt;16255;1;1;mitch keller-2017-0;10
4481;425;1;Sunday;60754;33114.36;1314.99;pwcc_vault;7909;1;0;tim duncan-1997-1;10
4482;34.99;1;Thursday;59697;30825.7;1121.57;aamintcards;2611;1;0;mike gminski-1986-1;8
4483;11952;1;Thursday;73015;47093.85;1475.7;pwcc_vault;8006;0;1;lebron james-2003-1;9.5
4484;16.5;0;Wednesday;76140;37472.09;1660.91;probstein123;827415;0;1;gleyber torres-2018-0;9
4485;80;1;Tuesday;74429;48824.43;1570.2;malskhotmailcom;9629;1;1;darius bazley-2019-1;10
4486;36;0;Tuesday;80359;46481.1;1768.04;jaxrulz;2263;1;0;craig biggio-1989-0;10
4487;349.99;0;Wednesday;110923;58870.89;1823.45;timscards;2005;1;1;mike trout-2018-0;10
4488;5.5;0;Tuesday;97444;54824.12;1868.05;investacard;5917;0;1;carlos santana-2020-0;9
4489;146;1;Sunday;60754;33114.36;1314.99;sportslava25;440;0;1;luka dončić-2018-1;10
4490;216.5;1;Friday;69496;47504.85;1843.53;bigboydsportscards3;338837;0;1;aaron holiday-2018-1;10
4491;0.99;0;Sunday;82282;48717.29;1805.08;perknstein;273;0;1;max scherzer-2020-0;9
4492;148;1;Friday;68177;38144.31;1718.65;rookierampage13;2073;1;0;toni kukoč-1993-1;10
4493;16.5;0;Sunday;#N/A;57523.42;1788.22;njg20;1874;0;0;hoyt wilhelm-1958-0;5
4494;300;1;Saturday;73844;56099.52;1919.53;joeyscott210;372;0;1;ja morant-2019-1;9
4495;33;0;Tuesday;90397;48824.43;1570.2;subbbo;1505;1;1;cody bellinger-2017-0;9
4496;26300;1;Tuesday;66789;46481.1;1768.04;roberparson14;184;1;1;stephen curry-2009-1;9.5
4497;24.51;1;Thursday;60992;33466.1;1332.49;probstein123;827329;0;1;landry shamet-2018-1;9
4498;12.5;1;Tuesday;57454;36069.81;1377.3;spence.family.collection;88;0;0;derek smith-1986-1;6.5
4499;350;1;Sunday;64844;38903.44;1614.23;specialized-16;775;1;0;michael jordan-1991-1;10
4500;52;0;Tuesday;97444;54824.12;1868.05;sportcardauctionscom;82394;0;1;cody bellinger-2017-0;10
4501;37.55;1;Tuesday;66789;46481.1;1768.04;sushihotwings;1022;1;0;larry bird-1991-1;9
4502;65;1;Tuesday;65905;48378.99;1492.61;d-k-719;86;1;1;zion williamson-2019-1;9
4503;77;1;Tuesday;65905;48378.99;1492.61;pc_sportscards;32577;0;1;zion williamson-2019-1;10
4504;170;1;Monday;63247;49631.24;1564.71;baronec11;366;1;1;darius garland-2019-1;9
4505;109.95;0;Thursday;104828;57805.12;1826.19;goldustnrouge;6734;1;1;pete alonso-2019-0;9.5
4506;99.95;0;Monday;75023;46196.46;1746.62;rescuedogsmm;688;1;1;juan soto-2018-0;10
4507;13;0;Monday;105296;55907.2;1791.7;battersbox;244863;1;0;jim hegan-1955-0;4
4508;70;1;Wednesday;68673;56008.55;1799.17;cool_items_1;9697;1;0;johnny moore-1986-1;8
4509;1400;0;Wednesday;94117;50538.24;1575.85;selectcandc;429;1;1;mike trout-2012-0;9.5
4510;13.5;1;Thursday;75581;57858.92;1782.86;stock_in_sports;1990;0;1;nickeil alexander-walker-2019-1;10
4511;24.99;0;Tuesday;74462;32569.85;1357.06;ddccollectibles;2481;1;0;curt schilling-1989-0;8
4512;93.78;1;Friday;68177;38144.31;1718.65;adriaschwart2;383;0;1;rj barrett-2019-1;9
4513;20;0;Tuesday;90397;48824.43;1570.2;193jason;2591;1;0;matty alou-1973-0;9
4514;27.99;1;Friday;#N/A;36825.37;1171.83;4_sharp_corners;294314;1;1;andre drummond-2018-1;10
4515;117.5;0;Wednesday;94117;50538.24;1575.85;liawals-2;427;0;0;alex rodriguez-1994-0;10
4516;74.99;0;Sunday;82282;48717.29;1805.08;9999rbush;14756;1;1;justin verlander-2006-0;10
4517;0.99;0;Thursday;92546;47093.85;1475.7;burbanksportscards;349300;1;0;jim spencer-1978-0;9
4518;49.99;1;Thursday;76957;51679.8;1937.45;unclecharliessports;75;1;0;magic johnson-1990-1;9
4519;180.5;0;Sunday;71601;33114.36;1314.99;wizpullz;700;0;0;ken griffey-1989-0;9
4520;149.95;0;Saturday;#N/A;58313.64;1812.63;wescott2012;557;1;1;vladimir guerrero-2019-0;10
4521;1125;1;Sunday;68013;59302.32;1854.56;edchu_6787;275;0;0;michael jordan-1986-1;8.5
4522;17.99;0;Thursday;111744;57858.92;1782.86;theespyfam;6137;1;1;mike yastrzemski-2019-0;9
4523;22.5;0;Friday;92633;46339.76;1446.03;franklinamelia;3025;0;0;red schoendienst-1969-0;7
4524;14.5;1;Sunday;68013;59302.32;1854.56;4_sharp_corners;294489;0;0;jim chones-1973-1;9
4525;42.75;0;Tuesday;90397;48824.43;1570.2;glorias1949;2758;0;0;barry bonds-1986-0;9
4526;24.99;1;Monday;65248;46196.46;1746.62;pm_sports_cards;371;1;0;scottie pippen-1990-1;9
4527;45;0;Wednesday;67318;35547.75;1382.27;vintage_sports_cards;323;1;0;nellie fox-1960-0;5.5
4528;9999;1;Sunday;64844;38903.44;1614.23;lo0neytoon;537;1;0;michael jordan-1986-1;8
4529;12.5;1;Sunday;60754;33114.36;1314.99;witch_city_sports;288;0;1;kevin durant-2012-1;9.5
4530;30.3;0;Tuesday;74462;32569.85;1357.06;probstein123;827322;0;0;herb score-1956-0;4
4531;89;0;Sunday;104575;59302.32;1854.56;pwcc_auctions;277858;0;0;pee wee reese-1955-0;6
4532;144.99;0;Thursday;85953;47909.33;1783.8;bbbum121;2553;1;1;fernando tatis-2019-0;10
4533;0.99;0;Saturday;86959;56099.52;1919.53;burbanksportscards;349292;1;0;todd wellemeyer-2010-0;9
4534;9;0;Sunday;104575;59302.32;1854.56;peterbscards;811;1;1;rafael devers-2018-0;8
4535;182.5;1;Sunday;64809;45137.77;1416.05;zsshoppe;277;0;1;devin booker-2018-1;10
4536;0.99;1;Wednesday;67196;50538.24;1575.85;burbanksportscards;349321;1;0;michael adams-1989-1;9
4537;34;1;Wednesday;73429;58870.89;1823.45;probstein123;828138;0;0;mark eaton-1986-1;10
4538;59.99;0;Friday;74852;34316.39;1382.52;mg97;116;1;0;derek jeter-1993-0;8
4539;60;1;Thursday;75581;57858.92;1782.86;timecapsulecollectibles2014;812;1;1;kevin durant-2017-1;10
4540;17;0;Monday;#N/A;36630.08;1257.28;tbh39;18129;1;0;rabbit maranville-1960-0;8
4541;139.99;0;Wednesday;110923;58870.89;1823.45;investorcg;357;0;1;fernando tatis-2019-0;10
4542;4;1;Saturday;65115;48912.38;1654.74;burbanksportscards;349338;1;0;jim price-1976-1;9
4543;225.5;1;Saturday;58814;32067.64;1230.99;thebigsnake;2215;0;1;zion williamson-2020-1;9
4544;1189.99;1;Friday;68177;38144.31;1718.65;widowmaker-jones;1357;1;1;stephen curry-2009-1;10
4545;77;0;Friday;74852;34316.39;1382.52;power-deck-cards;2301;0;1;walker buehler-2018-0;10
4546;13.95;1;Sunday;70376;48717.29;1805.08;missfal19;558;1;0;ray allen-2003-1;#N/A
4547;17.5;1;Wednesday;57988;35547.75;1382.27;cskeelesales2012;687;1;1;tyler herro-2019-1;10
4548;0.99;1;Sunday;#N/A;57523.42;1788.22;burbanksportscards;349443;1;1;derrick rose-2019-1;9
4549;3;1;Wednesday;68454;44918.18;1744.24;psagradedcards.com;28456;1;0;jim paxson-1986-1;9
4550;25;1;Saturday;70600;47105.52;1814.11;malskhotmailcom;9624;1;1;coby white-2019-1;9
4551;22.5;1;Monday;72460;54207.32;1781.99;pwcc_auctions;277707;0;1;zhaire smith-2018-1;9.5
4552;26.95;1;Thursday;70072;57805.12;1826.19;dhcards;11497;1;0;dan roundfield-1986-1;7
4553;899;0;Friday;89605;55888.13;1960.16;cm9er;565;1;1;mike trout-2011-0;9
4554;69;0;Monday;83903;54207.32;1781.99;bkleker;2262;0;1;pete alonso-2019-0;10
4555;23.59;0;Tuesday;80359;46481.1;1768.04;grandpas_chest_of_treasures;2517;0;0;pete rose-1983-0;9
4556;65;0;Wednesday;67318;35547.75;1382.27;wesjen_0;113;1;1;juan soto-2018-0;8
4557;20.5;0;Sunday;104575;59302.32;1854.56;qconnolly3469;892;0;0;barry bonds-1990-0;10
4558;200;0;Wednesday;82899;44918.18;1744.24;santakloss;102;1;0;phil rizzuto-1955-0;8
4559;0.99;1;Friday;67093;48927.3;1533.27;burbanksportscards;349333;1;0;gary payton-2000-1;9
4560;200;1;Friday;#N/A;58346.65;1817.62;khh808;163;1;1;michael porter-2018-1;9
4561;1.25;0;Sunday;#N/A;57523.42;1788.22;burbanksportscards;349443;1;0;stan williams-1961-0;2
4562;299.99;1;Wednesday;64501;37472.09;1660.91;richsgoodsportsstuff;21845;1;0;shaquille o'neal-1992-1;8
4563;31;0;Sunday;104575;59302.32;1854.56;mabelle845;1256;0;1;nick madrigal-2018-0;9.5
4564;135;1;Wednesday;67196;50538.24;1575.85;dmiltmeyer;5631;1;1;trae young-2018-1;9
4565;23.99;1;Wednesday;67196;50538.24;1575.85;jonathaalliso-56;424;1;1;shai gilgeous-alexander-2018-1;10
4566;6.5;0;Sunday;90105;51206.69;1723.15;pc_sportscards;32593;0;0;sammy sosa-1990-0;8
4567;112.5;0;Tuesday;90397;48824.43;1570.2;probstein123;827750;0;0;derek jeter-1993-0;9
4568;640;1;Monday;#N/A;54529.15;1691.33;probstein123;828204;0;1;zion williamson-2019-1;10
4569;135;0;Monday;75023;46196.46;1746.62;soxfest52;347;0;1;luis robert-2020-0;#N/A
4570;9.99;0;Friday;92633;46339.76;1446.03;showstopperssportscards;855;0;1;ronald acuna jr.-2019-0;9.5
4571;9.19;0;Tuesday;90397;48824.43;1570.2;pmilsk;599;0;1;yoan moncada-2016-0;9.5
4572;28;1;Monday;62161;33537.18;1369.04;probstein123;826979;0;0;michael jordan-1990-1;7
4573;35;1;Sunday;60754;33114.36;1314.99;superiorsportsinvestments;104005;1;0;dirk nowitzki-1998-1;8
4574;285;1;Sunday;70376;48717.29;1805.08;jasim-2104;8;0;1;giannis antetokounmpo-2013-1;9
4575;36;1;Sunday;#N/A;35791.28;1230.17;rb-lakers29;230;0;1;giannis antetokounmpo-2017-1;9
4576;0.99;0;Tuesday;68132;36069.81;1377.3;burbanksportscards;349165;1;0;ben grieve-1999-0;9
4577;7500;1;Monday;69723;47945.06;1779.79;pwcc_vault;7984;1;1;anthony davis-2012-1;9.5
4578;10.51;0;Sunday;82282;48717.29;1805.08;zestycomics;1248;0;1;andrew benintendi-2015-0;9.5
4579;0.99;1;Monday;#N/A;36630.08;1257.28;burbanksportscards;349164;1;0;alonzo mourning-2007-1;9
4580;1.99;0;Wednesday;67318;35547.75;1382.27;trocino42;1697;0;0;greg maddux-2004-0;#N/A
4581;8.53;0;Monday;70073;32366.39;1324.41;probstein123;831473;0;0;bill virdon-1961-0;#N/A
4582;1427;0;Monday;105296;55907.2;1791.7;pwcc_auctions;277875;0;0;mickey mantle-1962-0;6.5
4583;33.79;0;Sunday;84615;57539.94;1935.6;capassetmgt;545;1;0;frank thomas-1990-0;10
4584;20.5;1;Wednesday;64501;37472.09;1660.91;probstein123;827411;0;1;giannis antetokounmpo-2019-1;9
4585;45;1;Sunday;73250;57539.94;1935.6;allstar-cards;42100;0;0;scottie pippen-1996-1;9
4586;1.04;0;Friday;#N/A;58346.65;1817.62;carkim;10305;0;0;curt schilling-1991-0;6
4587;15;0;Saturday;68181;32067.64;1230.99;krsp33;407;0;1;walker buehler-2018-0;9
4588;17.16;0;Monday;#N/A;54529.15;1691.33;jsmove7;218;0;1;gary sanchez-2017-0;10
4589;0.99;1;Monday;69723;47945.06;1779.79;1967dew;81454;1;1;norman powell-2017-1;9
4590;8;0;Sunday;82282;48717.29;1805.08;krukcards;294822;0;0;sal bando-2001-0;#N/A
4591;405;0;Tuesday;94731;48378.99;1492.61;azr714;1718;0;0;rickey henderson-1980-0;8
4592;90;1;Monday;72460;54207.32;1781.99;probstein123;827746;0;1;stephen curry-2019-1;10
4593;3.25;0;Monday;#N/A;36630.08;1257.28;millerra55;1164;0;1;corey ray-2016-0;10
4594;150;1;Monday;#N/A;36630.08;1257.28;bbtscnc;209;1;0;paul pierce-2018-1;9
4595;5;0;Sunday;71601;33114.36;1314.99;thoskeller;7090;1;0;kenji johjima-2006-0;10
4596;0.99;0;Tuesday;77245;35510.29;1515.19;burbanksportscards;349197;1;0;joe rudi-1975-0;5
4597;11;0;Wednesday;76140;37472.09;1660.91;scottysportscards21;24202;0;0;jerry davanon-1976-0;9
4598;100;0;Tuesday;90397;48824.43;1570.2;dcsports87;96572;0;1;walker buehler-2018-0;10
4599;110;1;Sunday;70376;48717.29;1805.08;dteno1978;592;1;0;michael jordan-1989-1;9
4600;24.95;0;Saturday;68181;32067.64;1230.99;psa_11_cards;1328;1;0;larry miller-1965-0;8
4601;105.5;1;Monday;72460;54207.32;1781.99;probstein123;827746;0;1;luka dončić-2018-1;10
4602;21.54;0;Sunday;88599;45137.77;1416.05;biglotz420;1635;0;1;shohei ohtani-2017-0;9.5
4603;134.5;0;Sunday;90105;51206.69;1723.15;rcbrumbaugh81;482;0;0;ted williams-1954-0;2
4604;0.99;1;Wednesday;68673;56008.55;1799.17;gotbaseballcards;117619;1;1;t.j. mcconnell-2016-1;9
4605;281;0;Tuesday;109699;56804.9;1806.97;pwcc_auctions;277893;0;0;nolan ryan-1971-0;6.5
4606;340;1;Sunday;73250;57539.94;1935.6;pwcc_auctions;277704;0;0;vince carter-1998-1;9
4607;355;1;Wednesday;68673;56008.55;1799.17;sonies671;430;1;0;michael jordan-1989-1;10
4608;125.38;0;Saturday;90742;48912.38;1654.74;mjag_investments;156;0;1;shohei ohtani-2018-0;9.5
4609;28;0;Friday;#N/A;58346.65;1817.62;mamar6356-qommegxj7;158;0;0;paul popovich-1968-0;8.5
4610;14.5;0;Monday;73246;33537.18;1369.04;qualitygoods01;3855;0;1;vladimir guerrero-2017-0;10
4611;66;1;Friday;73016;46339.76;1446.03;card_addictions24;592;0;1;marvin bagley-2018-1;10
4612;24.5;1;Sunday;#N/A;57523.42;1788.22;re_golf;447;1;1;de'andre hunter-2019-1;9
4613;71;1;Saturday;58814;32067.64;1230.99;ren9549;132;0;1;lonzo ball-2017-1;10
4614;225;0;Friday;#N/A;58346.65;1817.62;pingplayer1;15347;1;0;derek jeter-1992-0;10
4615;2.7;1;Tuesday;74429;48824.43;1570.2;burbanksportscards;349298;1;1;justin patton-2017-1;9
4616;129.95;0;Tuesday;94731;48378.99;1492.61;moneyball321;623;1;1;mike trout-2013-0;9
4617;2.75;0;Saturday;86959;56099.52;1919.53;battersbox;244833;1;0;don cardwell-1965-0;4
4618;117.5;1;Sunday;70376;48717.29;1805.08;jeffng;3220;0;1;zion williamson-2019-1;10
4619;13.5;0;Sunday;82282;48717.29;1805.08;galog90;41;0;0;ken griffey-1989-0;10
4620;35;0;Sunday;#N/A;57523.42;1788.22;br-safety;7676;0;1;luis robert-2020-0;10
4621;8;1;Wednesday;73429;58870.89;1823.45;jayrayzcardz;165;1;1;luka dončić-2019-1;#N/A
4622;0.99;0;Saturday;72341;34269.52;1376.12;burbanksportscards;349183;1;0;derrek lee-2008-0;9
4623;20000;1;Wednesday;57988;35547.75;1382.27;par_jigo;2210;1;1;luka dončić-2018-1;10
4624;40;1;Sunday;70376;48717.29;1805.08;iasmit149;264;0;1;lebron james-2018-1;9
4625;76;1;Monday;72460;54207.32;1781.99;probstein123;827746;0;1;tyler herro-2019-1;10
4626;23.9;0;Sunday;104575;59302.32;1854.56;iloveauctions2009;735;0;0;nolan ryan-1981-0;9
4627;40;1;Monday;56569;32366.39;1324.41;xocompany;21381;1;1;zion williamson-2019-1;9
4628;0.99;0;Monday;105296;55907.2;1791.7;burbanksportscards;349412;1;0;jose cruz-1983-0;9
